EventId,RequestId,EventDateTime,ServiceId,AgencyId,ChannelId,EventType,Status,ProcessingDurationSeconds,SLAElapsedPercent
EVT004630,REQ004701,2025-07-23 19:43,SVC004,AGY002,CH002,Assigned,In Progress,3040,1.17
EVT004631,REQ003579,2025-07-23 20:06,SVC011,AGY002,CH003,Resolved,Resolved,110415,43.22
EVT004632,REQ008663,2025-07-23 21:06,SVC003,AGY006,CH005,Assigned,In Progress,6781,1.57
EVT004633,REQ003321,2025-07-23 21:19,SVC003,AGY006,CH001,Resolved,Resolved,193203,75.58
EVT004634,REQ006097,2025-07-23 21:28,SVC012,AGY004,CH001,Resolved,Closed,88345,34.49
EVT004635,REQ003806,2025-07-23 21:45,SVC005,AGY004,CH005,Resolved,Resolved,204585,81.32
EVT004636,REQ008102,2025-07-23 22:12,SVC008,AGY008,CH001,Resolved,Resolved,122614,48.52
EVT004637,REQ002200,2025-07-23 22:58,SVC001,AGY003,CH004,Submitted,New,0,0.00
EVT004638,REQ002200,2025-07-24 00:15,SVC001,AGY003,CH004,Assigned,In Progress,4656,5.39
EVT004639,REQ005269,2025-07-24 00:17,SVC006,AGY005,CH003,Resolved,Resolved,100814,190.25
EVT004640,REQ002053,2025-07-24 00:32,SVC006,AGY005,CH003,Resolved,Resolved,52084,32.53
EVT004641,REQ003542,2025-07-24 01:58,SVC009,AGY001,CH002,Resolved,Resolved,111560,45.60
EVT004642,REQ002433,2025-07-24 02:09,SVC010,AGY006,CH003,Resolved,Resolved,86498,86.50
EVT004643,REQ008238,2025-07-24 02:21,SVC009,AGY001,CH002,Resolved,Resolved,129922,78.82
EVT004644,REQ002037,2025-07-24 02:54,SVC001,AGY003,CH001,StatusChanged,New,57637,23.00
EVT004645,REQ009132,2025-07-24 02:57,SVC001,AGY003,CH002,Resolved,Closed,124968,73.06
EVT004646,REQ003588,2025-07-24 03:17,SVC003,AGY006,CH001,Resolved,Resolved,237086,93.45
EVT004647,REQ008993,2025-07-24 03:26,SVC003,AGY006,CH001,Resolved,Resolved,111032,44.54
EVT004648,REQ003302,2025-07-24 04:58,SVC007,AGY007,CH004,Resolved,Resolved,51390,146.39
EVT004649,REQ002221,2025-07-24 05:09,SVC006,AGY005,CH001,Resolved,Closed,412345,96.64
EVT004650,REQ006980,2025-07-24 05:20,SVC012,AGY004,CH001,Resolved,Closed,105364,64.83
EVT004651,REQ005374,2025-07-24 06:39,SVC009,AGY001,CH002,Escalated,In Progress,235941,92.38
EVT004652,REQ000949,2025-07-24 06:54,SVC004,AGY002,CH002,Resolved,Closed,141644,56.04
EVT004653,REQ002746,2025-07-24 07:00,SVC004,AGY002,CH001,Escalated,In Progress,209849,49.24
EVT004654,REQ004516,2025-07-24 07:09,SVC010,AGY006,CH002,Resolved,Resolved,57441,76.32
EVT004655,REQ000914,2025-07-24 08:08,SVC006,AGY005,CH003,Submitted,New,0,0.00
EVT004656,REQ006366,2025-07-24 08:09,SVC005,AGY004,CH001,Submitted,New,0,0.00
EVT004657,REQ002064,2025-07-24 08:15,SVC004,AGY002,CH002,Resolved,Resolved,87485,34.44
EVT004658,REQ002200,2025-07-24 08:21,SVC001,AGY003,CH004,Resolved,Closed,29124,39.10
EVT004659,REQ006366,2025-07-24 08:31,SVC005,AGY004,CH001,Assigned,In Progress,1375,0.53
EVT004660,REQ008499,2025-07-24 08:33,SVC004,AGY002,CH004,Submitted,New,0,0.00
EVT004661,REQ005779,2025-07-24 08:59,SVC003,AGY006,CH001,Resolved,Closed,240468,93.98
EVT004662,REQ008499,2025-07-24 09:07,SVC004,AGY002,CH004,Assigned,In Progress,2086,0.48
EVT004663,REQ000914,2025-07-24 09:08,SVC006,AGY005,CH003,Assigned,In Progress,3655,4.23
EVT004664,REQ009515,2025-07-24 09:23,SVC005,AGY004,CH001,Submitted,New,0,0.00
EVT004665,REQ005290,2025-07-24 09:27,SVC005,AGY004,CH001,Submitted,New,0,0.00
EVT004666,REQ003060,2025-07-24 09:37,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT004667,REQ009603,2025-07-24 09:40,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT004668,REQ007160,2025-07-24 09:42,SVC012,AGY004,CH004,Submitted,New,0,0.00
EVT004669,REQ009515,2025-07-24 09:50,SVC005,AGY004,CH001,Assigned,In Progress,1649,1.91
EVT004670,REQ007497,2025-07-24 09:57,SVC012,AGY004,CH002,Submitted,New,0,0.00
EVT004671,REQ003060,2025-07-24 10:03,SVC009,AGY001,CH001,Assigned,In Progress,1564,0.91
EVT004672,REQ007685,2025-07-24 10:07,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT004673,REQ008422,2025-07-24 10:28,SVC002,AGY001,CH003,Submitted,New,0,0.00
EVT004674,REQ009603,2025-07-24 10:29,SVC004,AGY002,CH002,Assigned,In Progress,2957,1.14
EVT004675,REQ000232,2025-07-24 10:51,SVC001,AGY003,CH002,Submitted,New,0,0.00
EVT004676,REQ005290,2025-07-24 10:54,SVC005,AGY004,CH001,Assigned,In Progress,5235,2.02
EVT004677,REQ002176,2025-07-24 11:04,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT004678,REQ008179,2025-07-24 11:16,SVC005,AGY004,CH004,Resolved,Resolved,75854,103.77
EVT004679,REQ001547,2025-07-24 11:34,SVC012,AGY004,CH003,Submitted,New,0,0.00
EVT004680,REQ007497,2025-07-24 11:34,SVC012,AGY004,CH002,Assigned,In Progress,5869,3.40
EVT004681,REQ000611,2025-07-24 11:36,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT004682,REQ007160,2025-07-24 11:41,SVC012,AGY004,CH004,Assigned,In Progress,7154,2.76
EVT004683,REQ007685,2025-07-24 11:41,SVC001,AGY003,CH001,Assigned,In Progress,5670,2.19
EVT004684,REQ000232,2025-07-24 11:45,SVC001,AGY003,CH002,Assigned,In Progress,3298,1.27
EVT004685,REQ008422,2025-07-24 11:59,SVC002,AGY001,CH003,Assigned,In Progress,5514,2.13
EVT004686,REQ003375,2025-07-24 12:11,SVC007,AGY007,CH003,Submitted,New,0,0.00
EVT004687,REQ006866,2025-07-24 12:24,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT004688,REQ002176,2025-07-24 12:28,SVC010,AGY006,CH001,Assigned,In Progress,5099,2.95
EVT004689,REQ002698,2025-07-24 12:31,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004690,REQ008309,2025-07-24 12:32,SVC012,AGY004,CH001,Submitted,New,0,0.00
EVT004691,REQ000611,2025-07-24 12:39,SVC008,AGY008,CH001,Assigned,In Progress,3832,0.89
EVT004692,REQ002640,2025-07-24 12:41,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT004693,REQ001547,2025-07-24 13:08,SVC012,AGY004,CH003,Assigned,In Progress,5641,3.26
EVT004694,REQ002698,2025-07-24 13:17,SVC004,AGY002,CH001,Assigned,In Progress,2771,1.07
EVT004695,REQ007563,2025-07-24 13:18,SVC009,AGY001,CH001,Submitted,New,0,0.00
EVT004696,REQ003735,2025-07-24 13:38,SVC005,AGY004,CH001,Resolved,Closed,237684,94.33
EVT004697,REQ008309,2025-07-24 13:38,SVC012,AGY004,CH001,Assigned,In Progress,3987,0.92
EVT004698,REQ003375,2025-07-24 13:41,SVC007,AGY007,CH003,Assigned,In Progress,5406,3.13
EVT004699,REQ006866,2025-07-24 13:47,SVC010,AGY006,CH001,Assigned,In Progress,5025,1.94
EVT004700,REQ007563,2025-07-24 14:08,SVC009,AGY001,CH001,Assigned,In Progress,3050,1.77
EVT004701,REQ002640,2025-07-24 14:12,SVC008,AGY008,CH001,Assigned,In Progress,5503,3.18
EVT004702,REQ005833,2025-07-24 14:16,SVC005,AGY004,CH002,Submitted,New,0,0.00
EVT004703,REQ001657,2025-07-24 14:28,SVC008,AGY008,CH001,Escalated,In Progress,187178,43.94
EVT004704,REQ004375,2025-07-24 14:40,SVC002,AGY001,CH002,Submitted,New,0,0.00
EVT004705,REQ005541,2025-07-24 14:44,SVC005,AGY004,CH002,Submitted,New,0,0.00
EVT004706,REQ006575,2025-07-24 15:05,SVC011,AGY002,CH002,Submitted,New,0,0.00
EVT004707,REQ003085,2025-07-24 15:14,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT004708,REQ005541,2025-07-24 15:15,SVC005,AGY004,CH002,Assigned,In Progress,1894,0.73
EVT004709,REQ006575,2025-07-24 15:21,SVC011,AGY002,CH002,Assigned,In Progress,980,0.38
EVT004710,REQ005833,2025-07-24 15:32,SVC005,AGY004,CH002,Assigned,In Progress,4578,1.77
EVT004711,REQ003085,2025-07-24 16:19,SVC006,AGY005,CH002,Assigned,In Progress,3921,1.51
EVT004712,REQ006244,2025-07-24 16:28,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT004713,REQ004375,2025-07-24 16:38,SVC002,AGY001,CH002,Assigned,In Progress,7099,4.11
EVT004714,REQ002796,2025-07-24 16:50,SVC009,AGY001,CH003,Escalated,In Progress,365522,142.46
EVT004715,REQ005003,2025-07-24 16:53,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT004716,REQ001168,2025-07-24 17:01,SVC010,AGY006,CH005,Submitted,New,0,0.00
EVT004717,REQ003664,2025-07-24 17:07,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004718,REQ003564,2025-07-24 17:17,SVC001,AGY003,CH002,Submitted,New,0,0.00
EVT004719,REQ006244,2025-07-24 17:26,SVC004,AGY002,CH003,Assigned,In Progress,3512,2.03
EVT004720,REQ008968,2025-07-24 17:29,SVC010,AGY006,CH001,Escalated,In Progress,433287,160.00
EVT004721,REQ001622,2025-07-24 17:33,SVC006,AGY005,CH003,Submitted,New,0,0.00
EVT004722,REQ005003,2025-07-24 17:43,SVC003,AGY006,CH002,Assigned,In Progress,3021,0.70
EVT004723,REQ003664,2025-07-24 17:53,SVC004,AGY002,CH001,Assigned,In Progress,2779,1.07
EVT004724,REQ001622,2025-07-24 17:55,SVC006,AGY005,CH003,Assigned,In Progress,1340,0.31
EVT004725,REQ009603,2025-07-24 18:08,SVC004,AGY002,CH002,StatusChanged,In Progress,27572,11.78
EVT004726,REQ001899,2025-07-24 18:18,SVC011,AGY002,CH003,Submitted,New,0,0.00
EVT004727,REQ002994,2025-07-24 18:19,SVC004,AGY002,CH002,Resolved,Resolved,194276,75.72
EVT004728,REQ003564,2025-07-24 18:21,SVC001,AGY003,CH002,Assigned,In Progress,3885,1.50
EVT004729,REQ007834,2025-07-24 18:22,SVC011,AGY002,CH003,Submitted,New,0,0.00
EVT004730,REQ001451,2025-07-24 18:23,SVC012,AGY004,CH001,Submitted,New,0,0.00
EVT004731,REQ001168,2025-07-24 18:26,SVC010,AGY006,CH005,Assigned,In Progress,5151,1.19
EVT004732,REQ003508,2025-07-24 18:44,SVC010,AGY006,CH003,Submitted,New,0,0.00
EVT004733,REQ002449,2025-07-24 18:49,SVC003,AGY006,CH003,Submitted,New,0,0.00
EVT004734,REQ005719,2025-07-24 18:50,SVC011,AGY002,CH003,Submitted,New,0,0.00
EVT004735,REQ003508,2025-07-24 19:10,SVC010,AGY006,CH003,Assigned,In Progress,1568,0.60
EVT004736,REQ005719,2025-07-24 19:16,SVC011,AGY002,CH003,Assigned,In Progress,1593,0.61
EVT004737,REQ004324,2025-07-24 19:28,SVC010,AGY006,CH005,Resolved,Resolved,201568,220.00
EVT004738,REQ001899,2025-07-24 19:35,SVC011,AGY002,CH003,Assigned,In Progress,4624,5.35
EVT004739,REQ003530,2025-07-24 19:36,SVC005,AGY004,CH001,Submitted,New,0,0.00
EVT004740,REQ005717,2025-07-24 19:39,SVC012,AGY004,CH003,Escalated,In Progress,94525,38.07
EVT004741,REQ001451,2025-07-24 19:41,SVC012,AGY004,CH001,Assigned,In Progress,4734,1.83
EVT004742,REQ003400,2025-07-24 19:46,SVC006,AGY005,CH002,Resolved,Resolved,92740,36.90
EVT004743,REQ007834,2025-07-24 19:52,SVC011,AGY002,CH003,Assigned,In Progress,5453,3.16
EVT004744,REQ003478,2025-07-24 20:02,SVC012,AGY004,CH002,Resolved,Resolved,105816,99.44
EVT004745,REQ002449,2025-07-24 20:19,SVC003,AGY006,CH003,Assigned,In Progress,5422,2.09
EVT004746,REQ003564,2025-07-24 21:04,SVC001,AGY003,CH002,StatusChanged,Pending Citizen,9742,5.26
EVT004747,REQ003530,2025-07-24 21:24,SVC005,AGY004,CH001,Assigned,In Progress,6499,2.51
EVT004748,REQ007547,2025-07-24 21:28,SVC002,AGY001,CH004,Submitted,New,0,0.00
EVT004749,REQ006254,2025-07-24 21:40,SVC003,AGY006,CH002,Resolved,Resolved,201513,78.87
EVT004750,REQ005528,2025-07-24 22:09,SVC001,AGY003,CH003,Submitted,New,0,0.00
EVT004751,REQ008053,2025-07-24 22:50,SVC001,AGY003,CH002,Resolved,Closed,180016,42.36
EVT004752,REQ007547,2025-07-24 23:21,SVC002,AGY001,CH004,Assigned,In Progress,6783,2.62
EVT004753,REQ005528,2025-07-25 00:00,SVC001,AGY003,CH003,Assigned,In Progress,6713,2.59
EVT004754,REQ009515,2025-07-25 00:51,SVC005,AGY004,CH001,Resolved,Resolved,54031,64.44
EVT004755,REQ002746,2025-07-25 01:43,SVC004,AGY002,CH001,Resolved,Resolved,67370,64.83
EVT004756,REQ008032,2025-07-25 02:38,SVC006,AGY005,CH001,Resolved,Resolved,124061,189.98
EVT004757,REQ007497,2025-07-25 03:08,SVC012,AGY004,CH002,Resolved,Resolved,55991,35.80
EVT004758,REQ006525,2025-07-25 04:12,SVC009,AGY001,CH002,Resolved,Resolved,146378,126.57
EVT004759,REQ005830,2025-07-25 05:10,SVC009,AGY001,CH001,Escalated,In Progress,210040,82.28
EVT004760,REQ005374,2025-07-25 05:35,SVC009,AGY001,CH002,Resolved,Resolved,82500,124.21
EVT004761,REQ002176,2025-07-25 06:35,SVC010,AGY006,CH001,Escalated,In Progress,65212,40.69
EVT004762,REQ001899,2025-07-25 07:10,SVC011,AGY002,CH003,Escalated,In Progress,41741,53.66
EVT004763,REQ007921,2025-07-25 07:12,SVC007,AGY007,CH003,Submitted,New,0,0.00
EVT004764,REQ005717,2025-07-25 07:19,SVC012,AGY004,CH003,Resolved,Resolved,41962,54.26
EVT004765,REQ007224,2025-07-25 07:19,SVC009,AGY001,CH003,Submitted,New,0,0.00
EVT004766,REQ003244,2025-07-25 07:54,SVC004,AGY002,CH001,Resolved,Closed,505092,117.99
EVT004767,REQ007921,2025-07-25 08:15,SVC007,AGY007,CH003,Assigned,In Progress,3792,1.46
EVT004768,REQ002481,2025-07-25 08:30,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT004769,REQ007224,2025-07-25 09:06,SVC009,AGY001,CH003,Assigned,In Progress,6440,7.45
EVT004770,REQ002672,2025-07-25 09:38,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT004771,REQ000399,2025-07-25 09:40,SVC003,AGY006,CH002,Submitted,New,0,0.00
EVT004772,REQ000227,2025-07-25 09:48,SVC004,AGY002,CH003,Submitted,New,0,0.00
EVT004773,REQ002481,2025-07-25 10:05,SVC004,AGY002,CH003,Assigned,In Progress,5722,1.32
EVT004774,REQ001899,2025-07-25 10:25,SVC011,AGY002,CH003,Resolved,Resolved,11654,67.15
EVT004775,REQ009152,2025-07-25 10:44,SVC011,AGY002,CH005,Submitted,New,0,0.00
EVT004776,REQ001440,2025-07-25 10:52,SVC001,AGY003,CH004,Submitted,New,0,0.00
EVT004777,REQ002672,2025-07-25 10:54,SVC008,AGY008,CH001,Assigned,In Progress,4583,5.30
EVT004778,REQ007789,2025-07-25 11:14,SVC003,AGY006,CH004,Submitted,New,0,0.00
EVT004779,REQ002541,2025-07-25 11:15,SVC004,AGY002,CH004,Submitted,New,0,0.00
EVT004780,REQ000399,2025-07-25 11:27,SVC003,AGY006,CH002,Assigned,In Progress,6455,3.74
EVT004781,REQ000227,2025-07-25 11:36,SVC004,AGY002,CH003,Assigned,In Progress,6482,2.50
EVT004782,REQ001440,2025-07-25 11:39,SVC001,AGY003,CH004,Assigned,In Progress,2871,0.66
EVT004783,REQ002541,2025-07-25 11:39,SVC004,AGY002,CH004,Assigned,In Progress,1486,0.57
EVT004784,REQ001459,2025-07-25 12:02,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT004785,REQ002204,2025-07-25 12:06,SVC004,AGY002,CH002,Submitted,New,0,0.00
EVT004786,REQ009022,2025-07-25 12:08,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT004787,REQ004577,2025-07-25 12:15,SVC006,AGY005,CH002,Submitted,New,0,0.00
EVT004788,REQ007789,2025-07-25 12:19,SVC003,AGY006,CH004,Assigned,In Progress,3958,1.53
EVT004789,REQ001306,2025-07-25 12:23,SVC010,AGY006,CH001,Submitted,New,0,0.00
EVT004790,REQ002808,2025-07-25 12:28,SVC001,AGY003,CH003,Resolved,Resolved,260392,102.92
EVT004791,REQ009152,2025-07-25 12:36,SVC011,AGY002,CH005,Assigned,In Progress,6778,3.92
EVT004792,REQ006046,2025-07-25 12:52,SVC008,AGY008,CH001,Submitted,New,0,0.00
EVT004793,REQ002651,2025-07-25 12:54,SVC003,AGY006,CH001,Resolved,Resolved,239983,56.62
EVT004794,REQ009022,2025-07-25 12:58,SVC007,AGY007,CH001,Assigned,In Progress,3029,3.51
EVT004795,REQ001339,2025-07-25 13:11,SVC009,AGY001,CH005,Submitted,New,0,0.00
EVT004796,REQ007563,2025-07-25 13:18,SVC009,AGY001,CH001,Resolved,Resolved,83350,50.00
EVT004797,REQ006575,2025-07-25 13:39,SVC011,AGY002,CH002,Resolved,Resolved,80260,31.34
EVT004798,REQ001459,2025-07-25 13:50,SVC007,AGY007,CH001,Assigned,In Progress,6496,1.50
EVT004799,REQ001168,2025-07-25 13:55,SVC010,AGY006,CH005,StatusChanged,Pending Citizen,70113,17.42
EVT004800,REQ002204,2025-07-25 13:59,SVC004,AGY002,CH002,Assigned,In Progress,6825,3.95
EVT004801,REQ006046,2025-07-25 14:02,SVC008,AGY008,CH001,Assigned,In Progress,4228,2.45
EVT004802,REQ001306,2025-07-25 14:05,SVC010,AGY006,CH001,Assigned,In Progress,6143,2.37
EVT004803,REQ004375,2025-07-25 14:05,SVC002,AGY001,CH002,StatusChanged,In Progress,77246,48.81
EVT004804,REQ004577,2025-07-25 14:11,SVC006,AGY005,CH002,Assigned,In Progress,6961,2.69
EVT004805,REQ003332,2025-07-25 14:29,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT004806,REQ001339,2025-07-25 14:53,SVC009,AGY001,CH005,Assigned,In Progress,6121,2.36
EVT004807,REQ007983,2025-07-25 15:02,SVC004,AGY002,CH004,Submitted,New,0,0.00
EVT004808,REQ001928,2025-07-25 15:10,SVC005,AGY004,CH003,Submitted,New,0,0.00
EVT004809,REQ006444,2025-07-25 15:24,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004810,REQ009948,2025-07-25 15:33,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004811,REQ007983,2025-07-25 15:36,SVC004,AGY002,CH004,Assigned,In Progress,2096,0.81
EVT004812,REQ001928,2025-07-25 15:59,SVC005,AGY004,CH003,Assigned,In Progress,2952,1.71
EVT004813,REQ003332,2025-07-25 16:08,SVC001,AGY003,CH001,Assigned,In Progress,5949,3.44
EVT004814,REQ005631,2025-07-25 16:12,SVC002,AGY001,CH001,Submitted,New,0,0.00
EVT004815,REQ000185,2025-07-25 16:16,SVC006,AGY005,CH004,Submitted,New,0,0.00
EVT004816,REQ000654,2025-07-25 16:17,SVC010,AGY006,CH003,Submitted,New,0,0.00
EVT004817,REQ005671,2025-07-25 16:17,SVC006,AGY005,CH001,Resolved,Closed,248474,96.46
EVT004818,REQ006319,2025-07-25 16:18,SVC007,AGY007,CH001,Submitted,New,0,0.00
EVT004819,REQ005997,2025-07-25 16:28,SVC011,AGY002,CH002,Resolved,Resolved,175152,68.98
EVT004820,REQ006444,2025-07-25 16:30,SVC004,AGY002,CH001,Assigned,In Progress,4008,1.55
EVT004821,REQ000115,2025-07-25 16:33,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT004822,REQ001879,2025-07-25 16:40,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT004823,REQ000654,2025-07-25 16:53,SVC010,AGY006,CH003,Assigned,In Progress,2217,0.86
EVT004824,REQ003574,2025-07-25 17:05,SVC009,AGY001,CH002,Submitted,New,0,0.00
EVT004825,REQ000185,2025-07-25 17:10,SVC006,AGY005,CH004,Assigned,In Progress,3290,0.76
EVT004826,REQ009948,2025-07-25 17:13,SVC004,AGY002,CH001,Assigned,In Progress,6011,2.32
EVT004827,REQ001459,2025-07-25 17:30,SVC007,AGY007,CH001,StatusChanged,In Progress,13212,4.56
EVT004828,REQ001879,2025-07-25 17:33,SVC006,AGY005,CH001,Assigned,In Progress,3199,1.23
EVT004829,REQ001022,2025-07-25 17:36,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004830,REQ005631,2025-07-25 17:46,SVC002,AGY001,CH001,Assigned,In Progress,5676,2.19
EVT004831,REQ000232,2025-07-25 17:48,SVC001,AGY003,CH002,Resolved,Resolved,108122,42.99
EVT004832,REQ006319,2025-07-25 17:52,SVC007,AGY007,CH001,Assigned,In Progress,5671,3.28
EVT004833,REQ001022,2025-07-25 17:57,SVC004,AGY002,CH001,Assigned,In Progress,1310,1.52
EVT004834,REQ000115,2025-07-25 18:12,SVC001,AGY003,CH001,Assigned,In Progress,5948,2.29
EVT004835,REQ004674,2025-07-25 18:37,SVC004,AGY002,CH001,Submitted,New,0,0.00
EVT004836,REQ007398,2025-07-25 18:43,SVC005,AGY004,CH004,Resolved,Resolved,174042,67.55
EVT004837,REQ003574,2025-07-25 18:56,SVC009,AGY001,CH002,Assigned,In Progress,6707,3.88
EVT004838,REQ004937,2025-07-25 19:22,SVC010,AGY006,CH004,Resolved,Resolved,268207,103.87
EVT004839,REQ001511,2025-07-25 19:36,SVC003,AGY006,CH003,Submitted,New,0,0.00
EVT004840,REQ004674,2025-07-25 19:52,SVC004,AGY002,CH001,Assigned,In Progress,4519,1.74
EVT004841,REQ007086,2025-07-25 19:55,SVC004,AGY002,CH001,Resolved,Resolved,228206,207.80
EVT004842,REQ001511,2025-07-25 19:58,SVC003,AGY006,CH003,Assigned,In Progress,1379,0.32
EVT004843,REQ000914,2025-07-25 20:14,SVC006,AGY005,CH003,Escalated,In Progress,126322,150.44
EVT004844,REQ003060,2025-07-25 20:14,SVC009,AGY001,CH001,Resolved,Resolved,123056,72.12
EVT004845,REQ002698,2025-07-25 20:28,SVC004,AGY002,CH001,Escalated,In Progress,112266,44.38
EVT004846,REQ000317,2025-07-25 20:34,SVC003,AGY006,CH005,Submitted,New,0,0.00
EVT004847,REQ006308,2025-07-25 20:37,SVC002,AGY001,CH003,Submitted,New,0,0.00
EVT004848,REQ002672,2025-07-25 20:38,SVC008,AGY008,CH001,Resolved,Resolved,35017,45.83
EVT004849,REQ002013,2025-07-25 20:52,SVC010,AGY006,CH004,Submitted,New,0,0.00
EVT004850,REQ002176,2025-07-25 21:09,SVC010,AGY006,CH001,Resolved,Resolved,52388,71.01
EVT004851,REQ003972,2025-07-25 21:09,SVC006,AGY005,CH001,Submitted,New,0,0.00
EVT004852,REQ006308,2025-07-25 21:13,SVC002,AGY001,CH003,Assigned,In Progress,2218,1.28
EVT004853,REQ003660,2025-07-25 21:17,SVC011,AGY002,CH001,Submitted,New,0,0.00
EVT004854,REQ000317,2025-07-25 21:50,SVC003,AGY006,CH005,Assigned,In Progress,4565,2.64
EVT004855,REQ007224,2025-07-25 22:06,SVC009,AGY001,CH003,Resolved,Resolved,46780,61.60
EVT004856,REQ002013,2025-07-25 22:21,SVC010,AGY006,CH004,Assigned,In Progress,5369,2.07
EVT004857,REQ003972,2025-07-25 22:23,SVC006,AGY005,CH001,Assigned,In Progress,4469,1.72
EVT004858,REQ009400,2025-07-25 22:25,SVC005,AGY004,CH003,Resolved,Resolved,183481,43.46
EVT004859,REQ005290,2025-07-25 23:02,SVC005,AGY004,CH001,Resolved,Resolved,130065,52.20
EVT004860,REQ003660,2025-07-25 23:09,SVC011,AGY002,CH001,Assigned,In Progress,6757,3.91
EVT004861,REQ009353,2025-07-26 00:01,SVC004,AGY002,CH004,Escalated,In Progress,397585,154.10
EVT004862,REQ005784,2025-07-26 00:08,SVC007,AGY007,CH001,Resolved,Resolved,189776,178.45
EVT004863,REQ005541,2025-07-26 00:34,SVC005,AGY004,CH002,Resolved,Closed,119906,46.99
EVT004864,REQ008968,2025-07-26 00:50,SVC010,AGY006,CH001,Resolved,Closed,112825,211.20
EVT004865,REQ003664,2025-07-26 01:05,SVC004,AGY002,CH001,Resolved,Resolved,112301,44.40
EVT004866,REQ007789,2025-07-26 01:18,SVC003,AGY006,CH004,StatusChanged,In Progress,46726,19.55
EVT004867,REQ006366,2025-07-26 01:33,SVC005,AGY004,CH001,Escalated,In Progress,147693,57.51
EVT004868,REQ007921,2025-07-26 02:44,SVC007,AGY007,CH003,Resolved,Resolved,66528,27.13
EVT004869,REQ000611,2025-07-26 02:59,SVC008,AGY008,CH001,Resolved,Resolved,137948,32.82
EVT004870,REQ000914,2025-07-26 03:41,SVC006,AGY005,CH003,Resolved,Resolved,26802,181.46
EVT004871,REQ008663,2025-07-26 03:49,SVC003,AGY006,CH005,Resolved,Resolved,196979,47.17
EVT004872,REQ003660,2025-07-26 04:03,SVC011,AGY002,CH001,StatusChanged,In Progress,17627,14.11
EVT004873,REQ001657,2025-07-26 06:22,SVC008,AGY008,CH001,Resolved,Closed,143606,77.18
EVT004874,REQ001339,2025-07-26 06:44,SVC009,AGY001,CH005,Resolved,Resolved,57059,24.38
EVT004875,REQ005003,2025-07-26 06:46,SVC003,AGY006,CH002,Resolved,Closed,133359,31.57
EVT004876,REQ006319,2025-07-26 07:16,SVC007,AGY007,CH001,Resolved,Resolved,48209,31.18
EVT004877,REQ003508,2025-07-26 08:02,SVC010,AGY006,CH003,Resolved,Resolved,132712,51.81
EVT004878,REQ002350,2025-07-26 09:04,SVC004,AGY002,CH004,Resolved,Resolved,245571,95.49
EVT004879,REQ006307,2025-07-26 10:01,SVC001,AGY003,CH001,Submitted,New,0,0.00
EVT004880,REQ002640,2025-07-26 10:09,SVC008,AGY008,CH001,Resolved,Resolved,158177,94.72
EVT004881,REQ000317,2025-07-26 10:14,SVC003,AGY006,CH005,StatusChanged,New,44687,28.50
EVT004882,REQ005015,2025-07-26 10:21,SVC007,AGY007,CH002,Submitted,New,0,0.00
EVT004883,REQ009580,2025-07-26 10:42,SVC003,AGY006,CH005,Submitted,New,0,0.00
EVT004884,REQ005528,2025-07-26 11:02,SVC001,AGY003,CH003,Escalated,In Progress,126093,51.24
EVT004885,REQ009580,2025-07-26 11:02,SVC003,AGY006,CH005,Assigned,In Progress,1235,0.48
EVT004886,REQ002051,2025-07-26 11:25,SVC010,AGY006,CH002,Submitted,New,0,0.00
EVT004887,REQ006307,2025-07-26 11:28,SVC001,AGY003,CH001,Assigned,In Progress,5226,2.02
EVT004888,REQ005830,2025-07-26 11:32,SVC009,AGY001,CH001,Resolved,Resolved,109277,124.44
EVT004889,REQ002051,2025-07-26 11:40,SVC010,AGY006,CH002,Assigned,In Progress,925,0.36
EVT004890,REQ005015,2025-07-26 11:49,SVC007,AGY007,CH002,Assigned,In Progress,5334,2.06
EVT004891,REQ007156,2025-07-26 11:56,SVC011,AGY002,CH005,Submitted,New,0,0.00
EVT004892,REQ000185,2025-07-26 12:00,SVC006,AGY005,CH004,StatusChanged,Pending Citizen,67797,16.46
EVT004893,REQ003332,2025-07-26 12:24,SVC001,AGY003,CH001,Resolved,Resolved,72951,45.66
