RequestId,DateKey,ServiceId,AgencyId,ChannelId,SLAId,CitizenSegment,SubmittedDateTime,ResolvedDateTime,Status,Priority,AssignedTeam,ResolutionHours,IsSLABreached,BacklogFlag
REQ003014,20250813,SVC012,AGY004,CH002,SLA048,Senior,2025-08-13 18:56,2025-08-15 10:45,Resolved,Urgent,Mobility Response Team,39.83,True,False
REQ003015,20251107,SVC012,AGY004,CH003,SLA048,Resident,2025-11-07 14:24,2025-11-08 08:34,Resolved,Urgent,Mobility Response Team,18.17,False,False
REQ003016,20260312,SVC001,AGY003,CH001,SLA002,Resident,2026-03-12 19:54,,In Progress,Normal,Licensing Review Team,,False,True
REQ003017,20251031,SVC002,AGY001,CH002,SLA007,Visitor,2025-10-31 11:21,2025-11-02 02:41,Resolved,High,Citizen Portal Team,39.35,False,False
REQ003018,20260311,SVC005,AGY004,CH002,SLA017,Community Partner,2026-03-11 15:42,2026-03-18 04:48,Closed,Low,Mobility Response Team,157.11,True,False
REQ003019,20260226,SVC012,AGY004,CH001,SLA047,Resident,2026-02-26 08:48,2026-02-26 18:45,Resolved,High,Mobility Response Team,9.96,False,False
REQ003020,20251215,SVC001,AGY003,CH001,SLA003,Senior,2025-12-15 11:33,2025-12-19 14:48,Resolved,High,Licensing Review Team,99.25,True,False
REQ003021,20251208,SVC010,AGY006,CH005,SLA038,Business User,2025-12-08 20:34,2025-12-11 23:09,Closed,Normal,Grant Operations Team,74.60,False,False
REQ003022,20260402,SVC003,AGY006,CH002,SLA011,Visitor,2026-04-02 08:56,2026-04-03 12:04,Resolved,High,Grant Operations Team,27.14,False,False
REQ003023,20250717,SVC011,AGY002,CH004,SLA042,Business User,2025-07-17 11:22,2025-07-19 19:19,Resolved,Normal,Case Operations Team,55.95,False,False
REQ003024,20260519,SVC009,AGY001,CH002,SLA034,Resident,2026-05-19 18:31,2026-05-21 01:25,Resolved,Normal,Citizen Portal Team,30.91,False,False
REQ003025,20251020,SVC005,AGY004,CH002,SLA017,Resident,2025-10-20 21:57,2025-10-22 18:22,Resolved,Low,Mobility Response Team,44.42,False,False
REQ003026,20250820,SVC006,AGY005,CH002,SLA022,Business User,2025-08-20 09:23,2025-08-21 02:26,Resolved,Normal,Housing Assistance Team,17.06,False,False
REQ003027,20260430,SVC012,AGY004,CH003,SLA046,Senior,2026-04-30 12:52,2026-05-04 04:48,Closed,Normal,Mobility Response Team,87.94,True,False
REQ003028,20260305,SVC009,AGY001,CH001,SLA034,Resident,2026-03-05 18:00,,New,Normal,Citizen Portal Team,,False,True
REQ003029,20251028,SVC006,AGY005,CH002,SLA022,Visitor,2025-10-28 16:32,2025-10-30 19:42,Closed,Normal,Housing Assistance Team,51.17,False,False
REQ003030,20251112,SVC009,AGY001,CH005,SLA033,Community Partner,2025-11-12 18:06,,In Progress,Low,Citizen Portal Team,,False,True
REQ003031,20260326,SVC004,AGY002,CH001,SLA014,Resident,2026-03-26 11:17,2026-03-31 17:09,Closed,Normal,Case Operations Team,125.88,True,False
REQ003032,20250925,SVC001,AGY003,CH001,SLA002,Community Partner,2025-09-25 15:45,2025-09-26 05:44,Closed,Normal,Licensing Review Team,13.99,False,False
REQ003033,20260504,SVC009,AGY001,CH005,SLA034,Caregiver,2026-05-04 08:32,,Pending Citizen,Normal,Citizen Portal Team,,False,True
REQ003034,20251201,SVC008,AGY008,CH002,SLA030,Business User,2025-12-01 13:11,2025-12-03 23:56,Resolved,Normal,Workforce Case Team,58.76,False,False
REQ003035,20260323,SVC004,AGY002,CH004,SLA015,Business User,2026-03-23 18:06,2026-03-24 14:49,Resolved,High,Case Operations Team,20.72,False,False
REQ003036,20250826,SVC012,AGY004,CH003,SLA047,Business User,2025-08-26 22:22,2025-08-30 10:57,Resolved,High,Mobility Response Team,84.59,True,False
REQ003037,20260327,SVC001,AGY003,CH001,SLA002,Senior,2026-03-27 12:21,2026-03-29 15:26,Closed,Normal,Licensing Review Team,51.09,False,False
REQ003038,20250623,SVC010,AGY006,CH005,SLA038,Caregiver,2025-06-23 19:47,2025-06-26 10:47,Closed,Normal,Grant Operations Team,63.00,False,False
REQ003039,20260404,SVC010,AGY006,CH001,SLA039,Caregiver,2026-04-04 15:50,2026-04-06 12:03,Closed,High,Grant Operations Team,44.22,False,False
REQ003040,20250708,SVC001,AGY003,CH002,SLA004,Community Partner,2025-07-08 15:19,2025-07-08 23:22,Resolved,Urgent,Licensing Review Team,8.06,False,False
REQ003041,20260316,SVC001,AGY003,CH004,SLA002,Senior,2026-03-16 17:07,2026-03-19 10:37,Resolved,Normal,Licensing Review Team,65.50,False,False
REQ003042,20260507,SVC005,AGY004,CH002,SLA018,Resident,2026-05-07 20:07,2026-05-10 03:30,Resolved,Normal,Mobility Response Team,55.39,False,False
REQ003043,20250829,SVC009,AGY001,CH002,SLA033,Community Partner,2025-08-29 19:43,2025-09-01 20:51,Resolved,Low,Citizen Portal Team,73.13,False,False
REQ003044,20260106,SVC004,AGY002,CH003,SLA014,Caregiver,2026-01-06 09:02,2026-01-09 07:07,Resolved,Normal,Case Operations Team,70.09,False,False
REQ003045,20251019,SVC009,AGY001,CH002,SLA036,Caregiver,2025-10-19 09:18,2025-10-20 12:53,Resolved,Urgent,Citizen Portal Team,27.59,True,False
REQ003046,20260508,SVC006,AGY005,CH004,SLA023,Community Partner,2026-05-08 17:59,2026-05-10 10:47,Closed,High,Housing Assistance Team,40.80,False,False
REQ003047,20260427,SVC012,AGY004,CH001,SLA047,Business User,2026-04-27 18:48,2026-05-01 22:57,Closed,High,Mobility Response Team,100.16,True,False
REQ003048,20250909,SVC011,AGY002,CH002,SLA041,Senior,2025-09-09 11:57,2025-09-10 14:38,Resolved,Low,Case Operations Team,26.69,False,False
REQ003049,20260514,SVC003,AGY006,CH002,SLA010,Business User,2026-05-14 15:32,2026-05-17 02:58,Resolved,Normal,Grant Operations Team,59.44,False,False
REQ003050,20251119,SVC012,AGY004,CH002,SLA046,Business User,2025-11-19 18:13,2025-11-21 11:20,Closed,Normal,Mobility Response Team,41.12,False,False
REQ003051,20251118,SVC002,AGY001,CH002,SLA007,Caregiver,2025-11-18 17:59,2025-11-19 21:35,Resolved,High,Citizen Portal Team,27.60,False,False
REQ003052,20260203,SVC009,AGY001,CH002,SLA034,Business User,2026-02-03 12:31,2026-02-04 04:25,Resolved,Normal,Citizen Portal Team,15.91,False,False
REQ003053,20260402,SVC004,AGY002,CH001,SLA014,Visitor,2026-04-02 12:40,2026-04-04 12:41,Closed,Normal,Case Operations Team,48.03,False,False
REQ003054,20260328,SVC001,AGY003,CH003,SLA002,Community Partner,2026-03-28 10:02,2026-03-30 06:20,Resolved,Normal,Licensing Review Team,44.32,False,False
REQ003055,20260528,SVC004,AGY002,CH002,SLA013,Senior,2026-05-28 10:48,2026-05-30 18:35,Closed,Low,Case Operations Team,55.79,False,False
REQ003056,20260509,SVC003,AGY006,CH002,SLA011,Resident,2026-05-09 15:01,2026-05-10 11:06,Resolved,High,Grant Operations Team,20.10,False,False
REQ003057,20260114,SVC004,AGY002,CH004,SLA014,Community Partner,2026-01-14 15:41,2026-01-16 23:08,Resolved,Normal,Case Operations Team,55.46,False,False
REQ003058,20251008,SVC003,AGY006,CH004,SLA010,Visitor,2025-10-08 11:07,2025-10-11 12:53,Resolved,Normal,Grant Operations Team,73.77,False,False
REQ003059,20251226,SVC003,AGY006,CH001,SLA011,Business User,2025-12-26 07:51,2025-12-30 01:27,Resolved,High,Grant Operations Team,89.60,True,False
REQ003060,20250724,SVC009,AGY001,CH001,SLA035,Visitor,2025-07-24 09:37,2025-07-25 20:14,Resolved,High,Citizen Portal Team,34.62,False,False
REQ003061,20250824,SVC011,AGY002,CH001,SLA042,Senior,2025-08-24 14:26,2025-08-25 03:23,Resolved,Normal,Case Operations Team,12.96,False,False
REQ003062,20250820,SVC006,AGY005,CH001,SLA024,Community Partner,2025-08-20 18:27,2025-08-22 11:05,Resolved,Urgent,Housing Assistance Team,40.64,True,False
REQ003063,20260218,SVC004,AGY002,CH002,SLA014,Resident,2026-02-18 10:31,2026-02-19 19:15,Resolved,Normal,Case Operations Team,32.74,False,False
REQ003064,20250630,SVC003,AGY006,CH001,SLA012,Visitor,2025-06-30 11:20,2025-06-30 20:44,Resolved,Urgent,Grant Operations Team,9.42,False,False
REQ003065,20260221,SVC012,AGY004,CH002,SLA046,Business User,2026-02-21 09:38,2026-02-22 17:38,Closed,Normal,Mobility Response Team,32.00,False,False
REQ003066,20250715,SVC001,AGY003,CH003,SLA001,Resident,2025-07-15 16:29,2025-07-17 09:01,Resolved,Low,Licensing Review Team,40.55,False,False
REQ003067,20250705,SVC003,AGY006,CH001,SLA011,Community Partner,2025-07-05 14:06,,In Progress,High,Grant Operations Team,,False,True
REQ003068,20250817,SVC012,AGY004,CH005,SLA046,Senior,2025-08-17 09:44,2025-08-18 20:23,Resolved,Normal,Mobility Response Team,34.65,False,False
REQ003069,20250801,SVC001,AGY003,CH002,SLA003,Business User,2025-08-01 10:39,2025-08-03 03:06,Closed,High,Licensing Review Team,40.46,False,False
REQ003070,20260312,SVC009,AGY001,CH001,SLA035,Resident,2026-03-12 17:08,2026-03-13 05:56,Resolved,High,Citizen Portal Team,12.82,False,False
REQ003071,20251104,SVC009,AGY001,CH002,SLA033,Senior,2025-11-04 10:19,2025-11-06 22:31,Resolved,Low,Citizen Portal Team,60.21,False,False
REQ003072,20250714,SVC004,AGY002,CH001,SLA014,Business User,2025-07-14 17:33,2025-07-17 06:07,Resolved,Normal,Case Operations Team,60.58,False,False
REQ003073,20250714,SVC003,AGY006,CH001,SLA010,Resident,2025-07-14 15:54,,In Progress,Normal,Grant Operations Team,,False,True
REQ003074,20260512,SVC005,AGY004,CH001,SLA018,Community Partner,2026-05-12 15:01,2026-05-15 05:51,Closed,Normal,Mobility Response Team,62.84,False,False
REQ003075,20251208,SVC004,AGY002,CH001,SLA014,Senior,2025-12-08 17:50,2025-12-11 11:36,Resolved,Normal,Case Operations Team,65.77,False,False
REQ003076,20260203,SVC005,AGY004,CH002,SLA018,Visitor,2026-02-03 16:36,2026-02-05 15:02,Resolved,Normal,Mobility Response Team,46.44,False,False
REQ003077,20251204,SVC004,AGY002,CH003,SLA014,Business User,2025-12-04 17:45,2025-12-10 01:09,Resolved,Normal,Case Operations Team,127.41,True,False
REQ003078,20260126,SVC001,AGY003,CH003,SLA002,Community Partner,2026-01-26 09:02,2026-01-27 00:57,Resolved,Normal,Licensing Review Team,15.93,False,False
REQ003079,20260324,SVC004,AGY002,CH003,SLA014,Caregiver,2026-03-24 18:11,2026-03-27 12:57,Resolved,Normal,Case Operations Team,66.78,False,False
REQ003080,20251018,SVC008,AGY008,CH002,SLA030,Caregiver,2025-10-18 14:28,2025-10-19 10:44,Resolved,Normal,Workforce Case Team,20.27,False,False
REQ003081,20251013,SVC012,AGY004,CH003,SLA047,Resident,2025-10-13 09:51,2025-10-17 12:24,Resolved,High,Mobility Response Team,98.55,True,False
REQ003082,20260219,SVC002,AGY001,CH004,SLA008,Caregiver,2026-02-19 16:41,2026-02-20 14:23,Resolved,Urgent,Citizen Portal Team,21.71,False,False
REQ003083,20260125,SVC004,AGY002,CH005,SLA015,Community Partner,2026-01-25 20:52,2026-01-26 10:52,Resolved,High,Case Operations Team,14.01,False,False
REQ003084,20251004,SVC002,AGY001,CH002,SLA006,Caregiver,2025-10-04 11:17,2025-10-06 04:59,Resolved,Normal,Citizen Portal Team,41.71,False,False
REQ003085,20250724,SVC006,AGY005,CH002,SLA022,Business User,2025-07-24 15:14,2025-07-26 14:36,Closed,Normal,Housing Assistance Team,47.37,False,False
REQ003086,20250708,SVC010,AGY006,CH002,SLA038,Caregiver,2025-07-08 20:47,,In Progress,Normal,Grant Operations Team,,False,True
REQ003087,20260414,SVC010,AGY006,CH003,SLA038,Caregiver,2026-04-14 14:14,2026-04-22 14:04,Resolved,Normal,Grant Operations Team,191.84,True,False
REQ003088,20250925,SVC012,AGY004,CH001,SLA046,Senior,2025-09-25 09:46,2025-09-26 21:07,Resolved,Normal,Mobility Response Team,35.35,False,False
REQ003089,20260228,SVC007,AGY007,CH001,SLA026,Community Partner,2026-02-28 11:36,2026-03-01 13:56,Resolved,Normal,Health Service Desk,26.34,False,False
REQ003090,20250617,SVC010,AGY006,CH001,SLA038,Resident,2025-06-17 08:00,2025-06-19 21:26,Closed,Normal,Grant Operations Team,61.44,False,False
REQ003091,20250825,SVC006,AGY005,CH002,SLA022,Business User,2025-08-25 10:43,2025-08-28 02:25,Resolved,Normal,Housing Assistance Team,63.71,False,False
REQ003092,20250924,SVC007,AGY007,CH001,SLA025,Senior,2025-09-24 09:45,2025-09-27 23:25,Closed,Low,Health Service Desk,85.67,False,False
REQ003093,20250930,SVC004,AGY002,CH002,SLA014,Community Partner,2025-09-30 08:09,2025-10-01 02:27,Resolved,Normal,Case Operations Team,18.30,False,False
REQ003094,20260530,SVC011,AGY002,CH001,SLA041,Resident,2026-05-30 10:36,2026-05-31 12:19,Closed,Low,Case Operations Team,25.73,False,False
REQ003095,20260311,SVC002,AGY001,CH005,SLA006,Community Partner,2026-03-11 08:16,2026-03-12 16:21,Resolved,Normal,Citizen Portal Team,32.09,False,False
REQ003096,20250720,SVC009,AGY001,CH003,SLA034,Visitor,2025-07-20 15:34,2025-07-22 03:12,Resolved,Normal,Citizen Portal Team,35.64,False,False
REQ003097,20251210,SVC011,AGY002,CH002,SLA043,Business User,2025-12-10 16:04,2025-12-11 05:10,Closed,High,Case Operations Team,13.10,False,False
REQ003098,20260407,SVC010,AGY006,CH001,SLA040,Community Partner,2026-04-07 16:06,,New,Urgent,Grant Operations Team,,False,True
REQ003099,20251230,SVC005,AGY004,CH003,SLA017,Resident,2025-12-30 10:03,2026-01-01 16:50,Resolved,Low,Mobility Response Team,54.79,False,False
REQ003100,20251102,SVC002,AGY001,CH005,SLA007,Caregiver,2025-11-02 20:22,,Pending Citizen,High,Citizen Portal Team,,False,True
REQ003101,20260415,SVC012,AGY004,CH002,SLA046,Caregiver,2026-04-15 12:59,,In Progress,Normal,Mobility Response Team,,False,True
REQ003102,20260201,SVC006,AGY005,CH001,SLA024,Resident,2026-02-01 10:08,2026-02-01 16:03,Resolved,Urgent,Housing Assistance Team,5.93,False,False
REQ003103,20260219,SVC005,AGY004,CH004,SLA018,Visitor,2026-02-19 20:13,2026-02-21 04:46,Resolved,Normal,Mobility Response Team,32.56,False,False
REQ003104,20260106,SVC010,AGY006,CH001,SLA038,Business User,2026-01-06 15:33,2026-01-09 12:02,Resolved,Normal,Grant Operations Team,68.50,False,False
REQ003105,20251102,SVC006,AGY005,CH002,SLA022,Business User,2025-11-02 14:20,,New,Normal,Housing Assistance Team,,False,True
REQ003106,20250825,SVC006,AGY005,CH001,SLA022,Community Partner,2025-08-25 17:01,2025-08-26 18:02,Resolved,Normal,Housing Assistance Team,25.03,False,False
REQ003107,20251202,SVC001,AGY003,CH002,SLA001,Business User,2025-12-02 08:08,,New,Low,Licensing Review Team,,False,True
REQ003108,20251024,SVC007,AGY007,CH001,SLA025,Resident,2025-10-24 15:08,2025-10-26 17:01,Resolved,Low,Health Service Desk,49.89,False,False
REQ003109,20260219,SVC002,AGY001,CH003,SLA006,Visitor,2026-02-19 16:32,2026-02-21 22:44,Closed,Normal,Citizen Portal Team,54.22,False,False
REQ003110,20250731,SVC008,AGY008,CH003,SLA029,Business User,2025-07-31 18:47,2025-08-03 16:09,Resolved,Low,Workforce Case Team,69.38,False,False
REQ003111,20260430,SVC005,AGY004,CH004,SLA018,Resident,2026-04-30 18:44,2026-05-02 22:49,Resolved,Normal,Mobility Response Team,52.10,False,False
REQ003112,20250831,SVC006,AGY005,CH002,SLA022,Visitor,2025-08-31 10:40,2025-09-02 15:03,Resolved,Normal,Housing Assistance Team,52.39,False,False
REQ003113,20251009,SVC003,AGY006,CH003,SLA009,Visitor,2025-10-09 08:14,2025-10-17 04:03,Resolved,Low,Grant Operations Team,187.83,True,False
REQ003114,20260126,SVC003,AGY006,CH001,SLA010,Caregiver,2026-01-26 16:53,2026-01-31 13:27,Resolved,Normal,Grant Operations Team,116.58,True,False
REQ003115,20251119,SVC009,AGY001,CH001,SLA034,Resident,2025-11-19 14:08,2025-11-21 22:06,Closed,Normal,Citizen Portal Team,55.97,False,False
REQ003116,20260504,SVC009,AGY001,CH002,SLA035,Visitor,2026-05-04 15:47,2026-05-06 08:02,Closed,High,Citizen Portal Team,40.26,False,False
REQ003117,20260106,SVC012,AGY004,CH001,SLA047,Caregiver,2026-01-06 08:32,2026-01-08 05:01,Resolved,High,Mobility Response Team,44.49,False,False
REQ003118,20260521,SVC007,AGY007,CH001,SLA025,Senior,2026-05-21 09:38,2026-05-24 07:33,Closed,Low,Health Service Desk,69.93,False,False
REQ003119,20251231,SVC001,AGY003,CH002,SLA003,Caregiver,2025-12-31 17:31,,New,High,Licensing Review Team,,False,True
REQ003120,20250731,SVC009,AGY001,CH003,SLA034,Community Partner,2025-07-31 19:40,,In Progress,Normal,Citizen Portal Team,,False,True
REQ003121,20250829,SVC006,AGY005,CH002,SLA022,Resident,2025-08-29 14:52,,New,Normal,Housing Assistance Team,,False,True
REQ003122,20250825,SVC001,AGY003,CH002,SLA003,Community Partner,2025-08-25 15:33,2025-08-28 23:10,Resolved,High,Licensing Review Team,79.63,True,False
REQ003123,20250804,SVC004,AGY002,CH004,SLA014,Visitor,2025-08-04 11:41,2025-08-13 02:59,Resolved,Normal,Case Operations Team,207.30,True,False
REQ003124,20260128,SVC012,AGY004,CH001,SLA046,Resident,2026-01-28 19:09,2026-01-30 20:44,Closed,Normal,Mobility Response Team,49.59,False,False
REQ003125,20251128,SVC005,AGY004,CH004,SLA017,Caregiver,2025-11-28 14:59,,New,Low,Mobility Response Team,,False,True
REQ003126,20251208,SVC001,AGY003,CH001,SLA002,Senior,2025-12-08 11:00,,In Progress,Normal,Licensing Review Team,,False,True
REQ003127,20260327,SVC006,AGY005,CH004,SLA022,Senior,2026-03-27 19:29,2026-04-03 18:11,Resolved,Normal,Housing Assistance Team,166.72,True,False
REQ003128,20251021,SVC009,AGY001,CH001,SLA034,Caregiver,2025-10-21 10:04,2025-10-26 09:43,Resolved,Normal,Citizen Portal Team,119.66,True,False
REQ003129,20260529,SVC011,AGY002,CH002,SLA043,Resident,2026-05-29 21:21,,In Progress,High,Case Operations Team,,False,True
REQ003130,20260514,SVC006,AGY005,CH002,SLA022,Senior,2026-05-14 20:48,2026-05-18 01:44,Resolved,Normal,Housing Assistance Team,76.95,False,False
REQ003131,20260409,SVC005,AGY004,CH001,SLA019,Visitor,2026-04-09 14:36,,In Progress,High,Mobility Response Team,,False,True
REQ003132,20260127,SVC010,AGY006,CH003,SLA039,Visitor,2026-01-27 19:05,2026-01-28 07:11,Resolved,High,Grant Operations Team,12.11,False,False
REQ003133,20250915,SVC001,AGY003,CH002,SLA004,Senior,2025-09-15 16:12,2025-09-16 00:15,Resolved,Urgent,Licensing Review Team,8.06,False,False
REQ003134,20250619,SVC001,AGY003,CH005,SLA002,Visitor,2025-06-19 17:08,2025-06-22 22:26,Closed,Normal,Licensing Review Team,77.30,True,False
REQ003135,20251008,SVC007,AGY007,CH001,SLA027,Caregiver,2025-10-08 10:12,2025-10-09 01:28,Resolved,High,Health Service Desk,15.28,False,False
REQ003136,20250627,SVC001,AGY003,CH002,SLA002,Business User,2025-06-27 12:30,2025-07-01 15:20,Resolved,Normal,Licensing Review Team,98.84,True,False
REQ003137,20251208,SVC004,AGY002,CH001,SLA013,Caregiver,2025-12-08 09:21,2025-12-10 02:17,Resolved,Low,Case Operations Team,40.94,False,False
REQ003138,20250909,SVC009,AGY001,CH001,SLA035,Business User,2025-09-09 15:39,2025-09-11 11:46,Resolved,High,Citizen Portal Team,44.12,False,False
REQ003139,20251017,SVC007,AGY007,CH002,SLA026,Caregiver,2025-10-17 12:39,,In Progress,Normal,Health Service Desk,,False,True
REQ003140,20251016,SVC005,AGY004,CH002,SLA018,Resident,2025-10-16 21:51,2025-10-17 10:17,Closed,Normal,Mobility Response Team,12.45,False,False
REQ003141,20250730,SVC004,AGY002,CH002,SLA014,Resident,2025-07-30 07:42,,In Progress,Normal,Case Operations Team,,False,True
REQ003142,20260408,SVC007,AGY007,CH004,SLA025,Resident,2026-04-08 12:17,2026-04-09 18:31,Closed,Low,Health Service Desk,30.25,False,False
REQ003143,20260408,SVC011,AGY002,CH003,SLA042,Resident,2026-04-08 17:27,2026-04-09 10:15,Resolved,Normal,Case Operations Team,16.82,False,False
REQ003144,20250906,SVC002,AGY001,CH003,SLA006,Visitor,2025-09-06 10:50,,In Progress,Normal,Citizen Portal Team,,False,True
REQ003145,20260520,SVC007,AGY007,CH005,SLA025,Caregiver,2026-05-20 11:03,2026-05-28 18:10,Resolved,Low,Health Service Desk,199.13,True,False
REQ003146,20260303,SVC007,AGY007,CH002,SLA027,Resident,2026-03-03 15:36,2026-03-07 00:38,Resolved,High,Health Service Desk,81.05,True,False
REQ003147,20250722,SVC004,AGY002,CH003,SLA013,Business User,2025-07-22 18:35,,In Progress,Low,Case Operations Team,,False,True
REQ003148,20250623,SVC006,AGY005,CH002,SLA022,Caregiver,2025-06-23 20:48,2025-06-26 12:04,Resolved,Normal,Housing Assistance Team,63.27,False,False
REQ003149,20250929,SVC004,AGY002,CH003,SLA014,Business User,2025-09-29 13:38,,In Progress,Normal,Case Operations Team,,False,True
REQ003150,20260121,SVC009,AGY001,CH005,SLA033,Senior,2026-01-21 15:02,2026-01-23 14:57,Resolved,Low,Citizen Portal Team,47.93,False,False
REQ003151,20251127,SVC008,AGY008,CH002,SLA030,Senior,2025-11-27 19:21,2025-11-28 19:34,Closed,Normal,Workforce Case Team,24.23,False,False
REQ003152,20250825,SVC001,AGY003,CH003,SLA002,Senior,2025-08-25 10:42,2025-08-26 04:21,Resolved,Normal,Licensing Review Team,17.65,False,False
REQ003153,20260504,SVC004,AGY002,CH005,SLA014,Senior,2026-05-04 09:33,2026-05-06 00:36,Resolved,Normal,Case Operations Team,39.07,False,False
REQ003154,20260527,SVC006,AGY005,CH001,SLA023,Caregiver,2026-05-27 12:32,,Pending Citizen,High,Housing Assistance Team,,False,True
REQ003155,20260406,SVC009,AGY001,CH001,SLA034,Business User,2026-04-06 22:24,2026-04-07 21:08,Resolved,Normal,Citizen Portal Team,22.74,False,False
REQ003156,20260412,SVC003,AGY006,CH005,SLA011,Business User,2026-04-12 16:27,2026-04-14 09:07,Resolved,High,Grant Operations Team,40.67,False,False
REQ003157,20251020,SVC011,AGY002,CH003,SLA043,Business User,2025-10-20 16:55,,Pending Citizen,High,Case Operations Team,,False,True
REQ003158,20260224,SVC001,AGY003,CH002,SLA002,Caregiver,2026-02-24 16:01,2026-02-26 23:16,Resolved,Normal,Licensing Review Team,55.26,False,False
REQ003159,20260331,SVC011,AGY002,CH002,SLA041,Senior,2026-03-31 19:53,2026-04-03 04:44,Resolved,Low,Case Operations Team,56.86,False,False
REQ003160,20251002,SVC012,AGY004,CH001,SLA046,Caregiver,2025-10-02 09:44,2025-10-03 04:34,Resolved,Normal,Mobility Response Team,18.85,False,False
REQ003161,20251229,SVC002,AGY001,CH003,SLA006,Business User,2025-12-29 11:18,2025-12-30 03:25,Closed,Normal,Citizen Portal Team,16.12,False,False
REQ003162,20260528,SVC012,AGY004,CH001,SLA047,Caregiver,2026-05-28 10:58,2026-05-30 13:51,Resolved,High,Mobility Response Team,50.90,True,False
REQ003163,20250824,SVC006,AGY005,CH003,SLA022,Resident,2025-08-24 16:23,2025-08-25 17:01,Resolved,Normal,Housing Assistance Team,24.64,False,False
REQ003164,20250714,SVC009,AGY001,CH002,SLA033,Business User,2025-07-14 13:25,2025-07-17 08:06,Resolved,Low,Citizen Portal Team,66.70,False,False
REQ003165,20250630,SVC012,AGY004,CH002,SLA046,Business User,2025-06-30 13:55,2025-07-02 22:34,Resolved,Normal,Mobility Response Team,56.66,False,False
REQ003166,20260423,SVC004,AGY002,CH002,SLA016,Business User,2026-04-23 20:37,2026-04-24 02:20,Closed,Urgent,Case Operations Team,5.72,False,False
REQ003167,20260122,SVC005,AGY004,CH004,SLA018,Resident,2026-01-22 09:06,2026-01-23 03:40,Resolved,Normal,Mobility Response Team,18.57,False,False
REQ003168,20260306,SVC009,AGY001,CH002,SLA035,Visitor,2026-03-06 09:59,2026-03-07 23:05,Resolved,High,Citizen Portal Team,37.11,False,False
REQ003169,20260215,SVC003,AGY006,CH001,SLA010,Visitor,2026-02-15 09:36,2026-02-16 09:19,Resolved,Normal,Grant Operations Team,23.72,False,False
REQ003170,20260119,SVC006,AGY005,CH002,SLA022,Resident,2026-01-19 14:42,2026-01-20 10:46,Resolved,Normal,Housing Assistance Team,20.08,False,False
REQ003171,20250929,SVC006,AGY005,CH001,SLA021,Visitor,2025-09-29 09:51,2025-10-01 13:29,Resolved,Low,Housing Assistance Team,51.64,False,False
REQ003172,20251003,SVC005,AGY004,CH001,SLA020,Resident,2025-10-03 10:46,2025-10-03 15:45,Resolved,Urgent,Mobility Response Team,4.99,False,False
REQ003173,20260322,SVC011,AGY002,CH002,SLA042,Community Partner,2026-03-22 11:10,2026-03-24 05:32,Closed,Normal,Case Operations Team,42.37,False,False
REQ003174,20251013,SVC003,AGY006,CH005,SLA010,Visitor,2025-10-13 17:00,2025-10-15 03:08,Resolved,Normal,Grant Operations Team,34.14,False,False
REQ003175,20250907,SVC006,AGY005,CH002,SLA024,Resident,2025-09-07 14:48,2025-09-09 22:38,Resolved,Urgent,Housing Assistance Team,55.84,True,False
REQ003176,20250601,SVC003,AGY006,CH004,SLA010,Community Partner,2025-06-01 11:16,2025-06-02 10:35,Resolved,Normal,Grant Operations Team,23.32,False,False
REQ003177,20251222,SVC010,AGY006,CH003,SLA038,Community Partner,2025-12-22 08:21,2025-12-25 09:35,Resolved,Normal,Grant Operations Team,73.25,False,False
REQ003178,20250711,SVC006,AGY005,CH001,SLA022,Senior,2025-07-11 22:03,2025-07-13 15:37,Closed,Normal,Housing Assistance Team,41.58,False,False
REQ003179,20260417,SVC005,AGY004,CH004,SLA018,Visitor,2026-04-17 20:02,2026-04-19 18:25,Resolved,Normal,Mobility Response Team,46.39,False,False
REQ003180,20251027,SVC010,AGY006,CH003,SLA038,Community Partner,2025-10-27 14:54,2025-10-28 12:39,Resolved,Normal,Grant Operations Team,21.76,False,False
REQ003181,20251123,SVC006,AGY005,CH001,SLA022,Resident,2025-11-23 10:48,2025-11-24 11:16,Resolved,Normal,Housing Assistance Team,24.47,False,False
REQ003182,20251122,SVC004,AGY002,CH001,SLA014,Senior,2025-11-22 14:50,2025-11-30 11:06,Resolved,Normal,Case Operations Team,188.27,True,False
REQ003183,20251112,SVC009,AGY001,CH005,SLA034,Business User,2025-11-12 16:03,2025-11-13 17:09,Resolved,Normal,Citizen Portal Team,25.10,False,False
REQ003184,20250919,SVC008,AGY008,CH001,SLA030,Resident,2025-09-19 16:08,2025-09-20 22:46,Closed,Normal,Workforce Case Team,30.64,False,False
REQ003185,20260127,SVC003,AGY006,CH001,SLA010,Resident,2026-01-27 08:55,2026-02-01 05:58,Resolved,Normal,Grant Operations Team,117.06,True,False
REQ003186,20260521,SVC009,AGY001,CH005,SLA035,Visitor,2026-05-21 13:53,2026-05-23 02:44,Closed,High,Citizen Portal Team,36.86,False,False
REQ003187,20251006,SVC001,AGY003,CH002,SLA002,Visitor,2025-10-06 14:47,,New,Normal,Licensing Review Team,,False,True
REQ003188,20260426,SVC003,AGY006,CH004,SLA011,Community Partner,2026-04-26 15:01,2026-04-28 11:49,Closed,High,Grant Operations Team,44.81,False,False
